Customer ID,Segment,Acquisition Channel,Join Date,Last Order Date,Days Since Last Order,Total Orders,Lifetime Value ($),Avg Order Value ($),Preferred Category,Email Subscriber,Discount Sensitivity,NPS Score,Region,Age Group
CUST-1881,At-Risk Churner,Organic Search,2023-04-01,2023-09-02,121,2,273.62,106.79,Home & Kitchen,Yes,Low,3,UK,55+
CUST-1882,At-Risk Churner,Email Campaign,2019-11-30,2023-03-12,295,6,354.07,67.87,Sports & Outdoors,Yes,Medium,0,Midwest,55+
CUST-1883,At-Risk Churner,Email Campaign,2021-06-24,2023-05-24,222,5,333.53,75.98,Apparel,Yes,Medium,5,West,35-44
CUST-1884,Dormant,Email Campaign,2022-04-19,2023-08-05,149,3,122.03,40.37,Home & Kitchen,No,High,4,Southeast,55+
CUST-1885,Occasional Buyer,Referral,2019-06-19,2023-12-21,11,7,772.7,141.05,Home & Kitchen,Yes,Low,0,Northeast,18-24
CUST-1886,Occasional Buyer,Organic Search,2022-08-18,2023-04-29,247,7,392.13,72.96,Apparel,Yes,High,1,UK,35-44
CUST-1887,Deal Hunter,Influencer,2021-09-11,2023-01-18,348,7,204.17,46.2,Apparel,No,High,6,West,25-34
CUST-1888,Dormant,Influencer,2021-11-30,2023-09-26,97,1,78.26,37.06,Beauty & Personal Care,Yes,High,9,Canada,45-54
CUST-1889,Occasional Buyer,Referral,2020-03-30,2023-08-05,149,10,776.01,119.04,Beauty & Personal Care,No,Medium,10,Southwest,25-34
CUST-1890,Dormant,Paid Social,2023-02-21,2023-12-27,5,1,52.06,70.76,Home & Kitchen,Yes,Low,1,West,25-34
CUST-1891,Occasional Buyer,Organic Search,2019-10-01,2023-04-08,268,11,675.02,60.59,Apparel,Yes,High,2,UK,18-24
CUST-1892,Dormant,Organic Search,2023-02-21,2023-01-05,361,3,136.09,23.54,Sports & Outdoors,Yes,Medium,4,Southwest,25-34
CUST-1893,Occasional Buyer,Referral,2019-12-05,2023-08-30,124,11,451.07,52.42,Sports & Outdoors,No,Low,10,Southwest,25-34
CUST-1894,Occasional Buyer,Influencer,2023-03-10,2023-07-05,180,8,462.05,82.08,Home & Kitchen,Yes,Low,6,Southeast,55+
CUST-1895,Loyal High-Value,Direct,2023-07-31,2023-12-09,23,22,1113.38,118.05,Beauty & Personal Care,Yes,High,8,Southeast,18-24
CUST-1896,New Customer,Direct,2021-06-19,2023-03-03,304,1,91.42,34.53,Beauty & Personal Care,Yes,Low,7,Canada,25-34
CUST-1897,Occasional Buyer,Influencer,2022-03-02,2023-12-02,30,10,661.69,122.83,Apparel,Yes,Medium,2,Southeast,25-34
CUST-1898,At-Risk Churner,Organic Search,2021-04-23,2023-03-29,278,6,371.09,57.13,Beauty & Personal Care,Yes,High,9,Northeast,35-44
CUST-1899,Occasional Buyer,Direct,2019-12-08,2023-06-16,199,11,507.93,73.65,Home & Kitchen,No,Low,9,UK,55+
CUST-1900,Occasional Buyer,Referral,2021-05-05,2023-03-04,303,8,511.36,80.81,Beauty & Personal Care,No,High,7,Southeast,25-34
CUST-1901,New Customer,Email Campaign,2020-11-12,2023-05-14,232,2,52.13,21.56,Sports & Outdoors,Yes,High,1,Southeast,45-54
CUST-1902,At-Risk Churner,Influencer,2019-01-06,2023-04-06,270,8,351.34,86.58,Apparel,Yes,Low,2,Northeast,35-44
CUST-1903,Occasional Buyer,Paid Social,2023-01-12,2023-02-27,308,10,643.83,141.07,Beauty & Personal Care,No,Medium,2,West,55+
CUST-1904,At-Risk Churner,Paid Social,2022-10-14,2023-02-20,315,3,121.81,42.25,Home & Kitchen,Yes,High,0,West,25-34
CUST-1905,Occasional Buyer,Influencer,2022-02-09,2023-09-08,115,3,724.19,76.53,Beauty & Personal Care,No,High,8,UK,55+
CUST-1906,New Customer,Email Campaign,2023-01-18,2023-12-27,5,2,108.87,75.47,Sports & Outdoors,Yes,Low,3,Canada,55+
CUST-1907,New Customer,Paid Social,2023-06-07,2023-01-21,345,1,123.83,93.8,Electronics,Yes,Medium,3,Southwest,18-24
CUST-1908,At-Risk Churner,Email Campaign,2021-07-31,2023-02-04,331,8,334.16,65.66,Apparel,Yes,High,9,UK,18-24
CUST-1909,Loyal High-Value,Direct,2023-05-15,2023-10-28,65,36,1128.27,215.44,Home & Kitchen,No,Low,1,Midwest,25-34
CUST-1910,New Customer,Influencer,2020-01-30,2023-01-30,336,2,104.99,78.79,Apparel,Yes,High,6,Southwest,18-24
CUST-1911,Occasional Buyer,Organic Search,2019-10-25,2023-07-23,162,10,210.4,146.74,Apparel,No,Low,1,Southeast,25-34
CUST-1912,Loyal High-Value,Referral,2021-07-31,2023-07-29,156,39,2310.93,240.08,Apparel,Yes,Low,9,UK,18-24
CUST-1913,Loyal High-Value,Organic Search,2020-01-06,2023-01-22,344,15,1641.68,120.9,Sports & Outdoors,No,Low,7,Southeast,35-44
CUST-1914,Dormant,Direct,2020-02-10,2023-11-15,47,5,159.19,75.94,Apparel,Yes,Medium,9,Southeast,45-54
CUST-1915,New Customer,Direct,2020-01-02,2023-08-22,132,2,47.09,21.07,Home & Kitchen,No,Low,2,UK,35-44
CUST-1916,Occasional Buyer,Referral,2022-02-17,2023-12-16,16,4,208.57,52.27,Sports & Outdoors,Yes,Medium,0,West,35-44
CUST-1917,Occasional Buyer,Paid Social,2019-02-05,2023-10-30,63,5,537.61,87.56,Home & Kitchen,Yes,High,6,UK,18-24
CUST-1918,Dormant,Influencer,2022-09-27,2023-10-19,74,1,166.91,32.88,Home & Kitchen,Yes,High,9,Southwest,18-24
CUST-1919,Loyal High-Value,Referral,2020-07-18,2023-04-08,268,19,2931.55,123.73,Home & Kitchen,No,Medium,8,Midwest,45-54
CUST-1920,Deal Hunter,Organic Search,2019-06-03,2023-03-21,286,9,206.01,31.35,Apparel,Yes,Low,6,Northeast,35-44
CUST-1921,At-Risk Churner,Paid Social,2020-07-23,2023-01-31,335,3,233.38,84.6,Sports & Outdoors,No,Low,7,Canada,18-24
CUST-1922,New Customer,Paid Social,2020-04-12,2023-03-08,299,2,132.06,21.79,Home & Kitchen,No,High,1,Midwest,35-44
CUST-1923,Deal Hunter,Paid Social,2022-08-07,2023-01-04,362,10,513.88,64.22,Home & Kitchen,Yes,Low,0,Northeast,18-24
CUST-1924,At-Risk Churner,Direct,2021-10-13,2023-10-16,77,4,370.55,72.44,Beauty & Personal Care,Yes,Medium,4,West,18-24
CUST-1925,Deal Hunter,Email Campaign,2020-12-13,2023-07-10,175,19,395.06,68.92,Beauty & Personal Care,Yes,Low,4,Southwest,18-24
CUST-1926,Occasional Buyer,Organic Search,2019-04-01,2023-10-12,81,7,450.13,50.27,Electronics,No,Low,0,Southeast,18-24
CUST-1927,Dormant,Organic Search,2021-03-27,2023-05-22,224,4,124.15,26.02,Beauty & Personal Care,Yes,Medium,8,Northeast,55+
CUST-1928,Loyal High-Value,Organic Search,2021-01-20,2023-08-18,136,28,1014.34,245.35,Apparel,No,Low,1,Midwest,18-24
CUST-1929,New Customer,Paid Social,2021-07-16,2023-02-22,313,1,45.41,23.4,Electronics,Yes,High,3,Midwest,18-24
CUST-1930,Loyal High-Value,Referral,2021-12-22,2023-05-22,224,38,2714.5,172.22,Home & Kitchen,Yes,Medium,2,Northeast,25-34
CUST-1931,Loyal High-Value,Direct,2021-12-24,2023-09-28,95,12,2043.29,136.35,Home & Kitchen,Yes,Medium,6,West,35-44
CUST-1932,New Customer,Direct,2020-11-14,2023-04-12,264,1,46.59,64.9,Apparel,No,Medium,2,UK,45-54
CUST-1933,Deal Hunter,Email Campaign,2019-11-01,2023-02-10,325,18,544.82,51.84,Sports & Outdoors,Yes,High,3,UK,25-34
CUST-1934,Dormant,Referral,2020-06-28,2023-07-26,159,4,33.23,23.45,Beauty & Personal Care,Yes,Medium,5,Canada,55+
CUST-1935,Loyal High-Value,Referral,2021-07-04,2023-10-29,64,36,949.18,123.3,Beauty & Personal Care,Yes,Medium,0,Northeast,35-44
CUST-1936,At-Risk Churner,Direct,2019-05-20,2023-10-16,77,3,254.04,115.32,Home & Kitchen,No,Low,5,Southeast,18-24
CUST-1937,Deal Hunter,Influencer,2021-10-24,2023-01-20,346,10,121.15,60.53,Home & Kitchen,No,High,7,Southwest,55+
CUST-1938,At-Risk Churner,Influencer,2020-02-11,2023-08-26,128,5,284.44,91.84,Beauty & Personal Care,No,Low,6,Southwest,55+
CUST-1939,At-Risk Churner,Paid Social,2021-02-21,2023-02-20,315,7,173.64,72.87,Apparel,Yes,Medium,0,Southwest,45-54
CUST-1940,At-Risk Churner,Referral,2023-04-10,2023-06-15,200,4,159.44,106.47,Apparel,Yes,High,8,Canada,55+
CUST-1941,At-Risk Churner,Organic Search,2022-06-04,2023-08-17,137,4,266.52,112.96,Electronics,No,Medium,2,Southwest,25-34
CUST-1942,Loyal High-Value,Paid Social,2023-08-06,2023-10-04,89,18,1827.99,203.11,Electronics,Yes,Medium,0,UK,25-34
CUST-1943,Dormant,Influencer,2020-06-15,2023-02-18,317,1,137.24,59.63,Electronics,Yes,Medium,10,Canada,55+
CUST-1944,At-Risk Churner,Referral,2023-05-17,2023-10-27,66,6,270.55,110.8,Apparel,Yes,Low,7,Northeast,55+
CUST-1945,At-Risk Churner,Organic Search,2022-09-16,2023-09-18,105,7,268.05,63.18,Electronics,No,Medium,4,Midwest,55+
CUST-1946,Occasional Buyer,Influencer,2020-12-30,2023-09-25,98,5,642.59,95.13,Apparel,No,Medium,8,Midwest,45-54
CUST-1947,Loyal High-Value,Organic Search,2020-06-15,2023-10-04,89,29,1179.67,262.37,Beauty & Personal Care,Yes,Medium,7,Canada,18-24
CUST-1948,Occasional Buyer,Organic Search,2022-05-04,2023-07-26,159,6,397.16,58.51,Electronics,Yes,High,7,Canada,55+
CUST-1949,Deal Hunter,Referral,2021-10-30,2023-03-19,288,10,399.95,51.17,Beauty & Personal Care,No,High,7,Canada,18-24
CUST-1950,Deal Hunter,Organic Search,2019-08-30,2023-05-13,233,6,394.42,41.47,Sports & Outdoors,Yes,Low,5,Southwest,18-24
CUST-1951,New Customer,Influencer,2023-07-14,2023-12-20,12,1,43.01,42.73,Sports & Outdoors,Yes,Medium,6,Midwest,18-24
CUST-1952,New Customer,Direct,2022-05-23,2023-08-04,150,2,43.62,71.2,Home & Kitchen,No,Medium,6,West,25-34
CUST-1953,Dormant,Influencer,2020-06-28,2023-08-20,134,3,189.04,45.76,Home & Kitchen,Yes,Low,7,Northeast,25-34
CUST-1954,At-Risk Churner,Paid Social,2020-12-29,2023-10-24,69,4,112.71,51.39,Beauty & Personal Care,Yes,High,8,Southeast,18-24
CUST-1955,At-Risk Churner,Referral,2020-06-28,2023-10-01,92,6,387.25,102.29,Sports & Outdoors,No,High,3,West,18-24
CUST-1956,New Customer,Referral,2019-11-06,2023-09-27,96,1,148.05,51.62,Sports & Outdoors,No,Low,6,Northeast,55+
CUST-1957,Loyal High-Value,Influencer,2023-08-27,2023-02-27,308,14,1459.78,142.89,Apparel,Yes,High,9,Canada,25-34
CUST-1958,Occasional Buyer,Organic Search,2023-01-13,2023-07-28,157,9,220.17,71.33,Home & Kitchen,Yes,Low,0,Midwest,35-44
CUST-1959,At-Risk Churner,Organic Search,2023-08-27,2023-12-25,7,6,110.21,66.6,Apparel,Yes,Medium,4,Southwest,25-34
CUST-1960,Deal Hunter,Paid Social,2022-08-24,2023-01-17,349,8,408.14,51.45,Home & Kitchen,Yes,Low,9,Southwest,45-54
CUST-1961,Loyal High-Value,Influencer,2023-03-11,2023-02-03,332,27,2462.33,196.85,Apparel,No,Medium,9,West,55+
CUST-1962,At-Risk Churner,Referral,2023-02-02,2023-01-02,364,7,93.39,83.28,Beauty & Personal Care,No,Low,1,Midwest,18-24
CUST-1963,New Customer,Email Campaign,2019-08-03,2023-04-26,250,2,73.78,87.82,Sports & Outdoors,Yes,Medium,10,Southwest,35-44
CUST-1964,At-Risk Churner,Direct,2023-07-07,2023-05-08,238,5,277.27,83.07,Sports & Outdoors,Yes,High,9,West,45-54
CUST-1965,Deal Hunter,Email Campaign,2023-11-11,2023-02-16,319,17,383.61,64.43,Home & Kitchen,No,Medium,5,UK,18-24
CUST-1966,Loyal High-Value,Organic Search,2022-10-23,2023-04-03,273,15,2150.13,244.48,Beauty & Personal Care,Yes,Low,6,Canada,18-24
CUST-1967,Deal Hunter,Paid Social,2022-10-30,2023-02-01,334,8,135.19,33.93,Sports & Outdoors,No,High,6,Southeast,45-54
CUST-1968,Deal Hunter,Influencer,2019-09-15,2023-02-21,314,12,305.39,65.47,Sports & Outdoors,Yes,Medium,5,West,18-24
CUST-1969,New Customer,Influencer,2022-09-05,2023-11-30,32,2,21.0,21.98,Home & Kitchen,Yes,Medium,8,West,35-44
CUST-1970,Occasional Buyer,Email Campaign,2021-02-07,2023-12-16,16,3,340.66,87.63,Sports & Outdoors,No,Medium,6,Southwest,45-54
CUST-1971,Loyal High-Value,Email Campaign,2019-01-30,2023-06-09,206,22,2536.19,152.43,Beauty & Personal Care,Yes,Medium,7,Midwest,55+
CUST-1972,Loyal High-Value,Paid Social,2023-04-22,2023-06-13,202,30,1791.37,290.6,Apparel,No,High,0,Southwest,25-34
CUST-1973,Occasional Buyer,Direct,2021-02-19,2023-03-08,299,8,317.76,90.44,Apparel,Yes,Medium,4,Northeast,18-24
CUST-1974,New Customer,Direct,2019-04-20,2023-01-05,361,2,98.47,47.76,Beauty & Personal Care,Yes,Low,1,Southeast,25-34
CUST-1975,Deal Hunter,Direct,2021-05-26,2023-09-02,121,10,581.64,69.91,Beauty & Personal Care,Yes,Medium,2,UK,35-44
CUST-1976,At-Risk Churner,Direct,2019-12-29,2023-05-24,222,2,204.85,48.29,Electronics,Yes,Medium,8,UK,35-44
CUST-1977,At-Risk Churner,Influencer,2019-05-03,2023-01-04,362,8,245.46,71.06,Electronics,Yes,Medium,9,West,45-54
CUST-1978,New Customer,Paid Social,2023-11-27,2023-02-10,325,2,148.91,30.23,Sports & Outdoors,No,Medium,7,UK,18-24
CUST-1979,Deal Hunter,Paid Social,2023-06-12,2023-05-15,231,19,167.46,65.91,Beauty & Personal Care,Yes,Low,1,Southeast,18-24
CUST-1980,Occasional Buyer,Paid Social,2021-09-07,2023-06-25,190,11,313.3,123.54,Beauty & Personal Care,Yes,High,9,Canada,45-54
CUST-1981,At-Risk Churner,Paid Social,2023-08-05,2023-11-22,40,2,227.59,68.03,Home & Kitchen,Yes,High,2,Midwest,25-34
CUST-1982,Loyal High-Value,Email Campaign,2021-10-28,2023-06-16,199,33,2026.48,250.24,Home & Kitchen,Yes,Low,0,Canada,45-54
CUST-1983,Deal Hunter,Direct,2021-08-14,2023-06-23,192,14,426.41,44.26,Apparel,Yes,Low,1,Southeast,25-34
CUST-1984,Occasional Buyer,Direct,2023-04-17,2023-09-09,114,10,335.55,103.73,Sports & Outdoors,No,Low,7,Southwest,45-54
CUST-1985,Occasional Buyer,Referral,2022-10-21,2023-03-27,280,6,581.92,114.51,Apparel,Yes,Low,8,West,45-54
CUST-1986,Dormant,Direct,2020-12-25,2023-01-07,359,2,169.34,73.86,Sports & Outdoors,Yes,Low,9,UK,45-54
CUST-1987,Occasional Buyer,Referral,2020-02-03,2023-01-17,349,3,315.7,121.48,Sports & Outdoors,Yes,Medium,8,West,25-34
CUST-1988,Deal Hunter,Organic Search,2020-09-17,2023-01-07,359,12,265.51,41.48,Electronics,No,Low,6,Southwest,45-54
CUST-1989,At-Risk Churner,Paid Social,2021-05-20,2023-06-26,189,4,244.54,45.36,Home & Kitchen,Yes,Medium,10,Midwest,35-44
CUST-1990,Deal Hunter,Email Campaign,2023-08-06,2023-10-01,92,18,126.74,56.59,Electronics,Yes,High,9,Southeast,45-54
CUST-1991,Dormant,Email Campaign,2022-08-26,2023-12-09,23,5,48.22,58.51,Apparel,No,High,1,Southeast,55+
CUST-1992,New Customer,Influencer,2023-07-05,2023-11-15,47,2,133.64,78.83,Sports & Outdoors,Yes,High,8,West,25-34
CUST-1993,Dormant,Influencer,2020-10-06,2023-09-04,119,5,40.36,79.59,Apparel,Yes,Low,4,UK,45-54
CUST-1994,Dormant,Direct,2023-07-18,2023-02-15,320,2,73.14,33.95,Sports & Outdoors,No,High,6,Canada,35-44
CUST-1995,Occasional Buyer,Paid Social,2022-02-14,2023-11-29,33,7,235.93,70.37,Sports & Outdoors,Yes,Low,8,Southeast,25-34
CUST-1996,At-Risk Churner,Influencer,2022-08-16,2023-12-04,28,8,113.03,118.06,Beauty & Personal Care,Yes,Medium,2,West,25-34
CUST-1997,Occasional Buyer,Influencer,2022-12-28,2023-10-23,70,11,713.51,142.42,Apparel,Yes,Low,1,Northeast,18-24
CUST-1998,Loyal High-Value,Direct,2019-02-03,2023-02-02,333,17,1306.04,277.79,Sports & Outdoors,Yes,Medium,6,Southwest,18-24
CUST-1999,Loyal High-Value,Direct,2022-10-07,2023-10-13,80,12,1917.43,226.28,Beauty & Personal Care,No,Medium,1,Northeast,55+
CUST-2000,Loyal High-Value,Email Campaign,2023-06-20,2023-02-17,318,38,1450.04,174.53,Electronics,No,Low,8,Midwest,35-44
CUST-2001,Dormant,Referral,2021-11-11,2023-01-25,341,2,139.0,25.1,Home & Kitchen,Yes,High,10,Southeast,25-34
CUST-2002,Deal Hunter,Organic Search,2020-10-09,2023-12-13,19,14,304.33,79.12,Electronics,Yes,Low,0,Southwest,45-54
CUST-2003,Occasional Buyer,Referral,2020-11-05,2023-10-29,64,3,390.54,131.56,Beauty & Personal Care,Yes,Medium,0,Canada,18-24
CUST-2004,New Customer,Organic Search,2021-05-14,2023-05-18,228,2,146.42,73.48,Electronics,Yes,High,6,Midwest,35-44
CUST-2005,Loyal High-Value,Organic Search,2020-04-05,2023-05-25,221,34,998.65,268.14,Beauty & Personal Care,No,Medium,1,Southwest,55+
CUST-2006,At-Risk Churner,Organic Search,2021-12-06,2023-11-11,51,4,327.18,77.55,Home & Kitchen,No,Low,6,Southwest,55+
CUST-2007,Occasional Buyer,Influencer,2023-01-26,2023-10-18,75,7,510.07,87.79,Sports & Outdoors,Yes,Low,6,West,45-54
CUST-2008,Loyal High-Value,Direct,2022-02-11,2023-09-24,99,28,1314.98,186.69,Sports & Outdoors,Yes,Medium,8,Canada,45-54
CUST-2009,At-Risk Churner,Paid Social,2022-04-26,2023-08-08,146,2,196.51,69.68,Home & Kitchen,Yes,Low,9,Southwest,45-54
CUST-2010,Loyal High-Value,Referral,2019-06-28,2023-03-09,298,34,2108.34,125.3,Home & Kitchen,Yes,High,8,West,55+
CUST-2011,Occasional Buyer,Influencer,2022-02-07,2023-01-03,363,9,159.55,147.78,Home & Kitchen,Yes,Low,7,Midwest,35-44
CUST-2012,At-Risk Churner,Email Campaign,2021-09-23,2023-08-22,132,4,390.88,49.42,Electronics,No,High,2,Southwest,35-44
CUST-2013,New Customer,Influencer,2022-10-10,2023-11-27,35,1,121.93,27.73,Apparel,Yes,Low,9,Canada,55+
CUST-2014,New Customer,Referral,2019-10-16,2023-11-05,57,1,76.65,34.16,Home & Kitchen,No,High,1,Southwest,18-24
CUST-2015,Dormant,Influencer,2019-09-28,2023-02-23,312,3,152.57,41.99,Home & Kitchen,No,Medium,5,Southwest,18-24
CUST-2016,Deal Hunter,Paid Social,2023-09-27,2023-10-23,70,18,489.75,36.32,Apparel,Yes,Medium,0,Canada,55+
CUST-2017,Loyal High-Value,Email Campaign,2020-03-25,2023-12-27,5,35,909.52,226.42,Beauty & Personal Care,Yes,Low,7,Southeast,25-34
CUST-2018,Occasional Buyer,Paid Social,2019-12-30,2023-09-15,108,7,700.95,97.0,Sports & Outdoors,No,Medium,4,Northeast,18-24
CUST-2019,Loyal High-Value,Paid Social,2023-07-31,2023-09-22,101,27,1944.38,289.06,Apparel,No,Medium,7,Southeast,18-24
CUST-2020,Occasional Buyer,Organic Search,2022-01-15,2023-07-11,174,9,197.12,144.16,Beauty & Personal Care,Yes,Low,5,West,18-24
CUST-2021,Loyal High-Value,Referral,2022-06-04,2023-04-02,274,15,2063.59,294.94,Electronics,No,Low,5,Southeast,45-54
CUST-2022,Loyal High-Value,Organic Search,2020-04-10,2023-08-14,140,35,2736.25,248.77,Sports & Outdoors,Yes,Low,0,Northeast,45-54
CUST-2023,Loyal High-Value,Referral,2019-01-31,2023-01-03,363,37,1746.41,162.78,Home & Kitchen,No,High,1,West,55+
CUST-2024,Deal Hunter,Influencer,2022-08-15,2023-03-14,293,15,449.56,41.35,Sports & Outdoors,Yes,Medium,9,West,55+
CUST-2025,Occasional Buyer,Organic Search,2020-07-25,2023-08-30,124,9,374.0,109.52,Beauty & Personal Care,No,Low,9,UK,55+
CUST-2026,Occasional Buyer,Paid Social,2022-01-07,2023-02-12,323,10,281.42,81.09,Electronics,Yes,Medium,5,Northeast,25-34
CUST-2027,Deal Hunter,Paid Social,2021-08-17,2023-06-01,214,17,210.89,39.16,Home & Kitchen,Yes,Medium,8,UK,25-34
CUST-2028,Deal Hunter,Influencer,2023-11-01,2023-05-20,226,9,310.34,33.02,Beauty & Personal Care,Yes,High,6,Southwest,25-34
CUST-2029,At-Risk Churner,Influencer,2020-05-29,2023-06-03,212,6,150.09,97.42,Sports & Outdoors,Yes,High,4,Southeast,35-44
CUST-2030,Occasional Buyer,Referral,2022-07-15,2023-06-02,213,9,748.74,129.78,Apparel,No,Low,5,Midwest,18-24
CUST-2031,New Customer,Referral,2021-03-16,2023-07-04,181,2,140.51,76.38,Sports & Outdoors,Yes,Medium,1,Midwest,45-54
CUST-2032,Occasional Buyer,Organic Search,2019-01-20,2023-11-01,61,6,516.97,122.92,Sports & Outdoors,Yes,Medium,1,Northeast,45-54
CUST-2033,Dormant,Paid Social,2022-05-13,2023-02-22,313,3,154.21,59.96,Electronics,Yes,Low,7,UK,55+
CUST-2034,New Customer,Email Campaign,2019-10-19,2023-06-18,197,1,98.13,74.93,Beauty & Personal Care,No,Medium,0,Canada,25-34
CUST-2035,Occasional Buyer,Email Campaign,2020-04-23,2023-06-11,204,3,413.98,112.1,Electronics,No,Low,0,Northeast,25-34
CUST-2036,Occasional Buyer,Organic Search,2022-03-04,2023-07-02,183,10,735.73,128.49,Electronics,Yes,Medium,0,Northeast,35-44
CUST-2037,Loyal High-Value,Direct,2020-01-10,2023-06-27,188,22,1272.12,243.89,Sports & Outdoors,Yes,Medium,10,West,35-44
CUST-2038,Loyal High-Value,Referral,2021-10-05,2023-02-21,314,26,1421.54,291.17,Apparel,Yes,Medium,9,West,18-24
CUST-2039,Deal Hunter,Organic Search,2022-09-26,2023-02-03,332,16,421.96,75.67,Electronics,Yes,Medium,10,West,25-34
CUST-2040,Deal Hunter,Email Campaign,2019-08-31,2023-01-02,364,5,201.63,74.86,Home & Kitchen,Yes,Low,3,Southwest,18-24
CUST-2041,At-Risk Churner,Influencer,2019-05-12,2023-02-06,329,6,303.59,100.83,Home & Kitchen,No,High,1,Southeast,35-44
CUST-2042,At-Risk Churner,Paid Social,2021-01-05,2023-06-27,188,6,365.41,116.79,Home & Kitchen,No,High,5,Southeast,18-24
CUST-2043,Deal Hunter,Influencer,2021-09-24,2023-10-19,74,17,135.33,32.97,Electronics,No,Low,6,West,45-54
CUST-2044,At-Risk Churner,Email Campaign,2021-06-18,2023-09-02,121,2,103.58,70.95,Electronics,No,Low,7,West,35-44
CUST-2045,Dormant,Influencer,2022-09-18,2023-04-10,266,2,151.83,77.38,Home & Kitchen,Yes,High,5,UK,25-34
CUST-2046,Loyal High-Value,Email Campaign,2023-04-03,2023-03-22,285,12,1663.79,191.7,Home & Kitchen,Yes,Low,2,Canada,35-44
CUST-2047,Loyal High-Value,Paid Social,2020-10-03,2023-05-11,235,14,1885.11,297.07,Beauty & Personal Care,Yes,Medium,1,Southwest,55+
CUST-2048,Deal Hunter,Direct,2022-09-16,2023-10-21,72,10,391.06,61.39,Apparel,Yes,Low,4,Midwest,18-24
CUST-2049,Loyal High-Value,Referral,2019-03-23,2023-11-26,36,12,2421.9,106.39,Electronics,Yes,Low,0,Canada,55+
CUST-2050,At-Risk Churner,Organic Search,2019-11-07,2023-03-01,306,5,243.34,59.44,Beauty & Personal Care,Yes,Medium,3,UK,25-34
CUST-2051,At-Risk Churner,Influencer,2021-07-23,2023-06-21,194,2,170.11,94.27,Sports & Outdoors,No,Medium,5,UK,55+
CUST-2052,Occasional Buyer,Email Campaign,2023-04-29,2023-08-05,149,4,261.14,123.69,Apparel,Yes,Low,3,UK,25-34
CUST-2053,New Customer,Email Campaign,2019-10-17,2023-08-23,131,1,123.65,90.78,Home & Kitchen,No,Low,1,Midwest,45-54
CUST-2054,New Customer,Organic Search,2021-06-30,2023-02-28,307,1,110.34,30.09,Home & Kitchen,Yes,Low,8,Northeast,25-34
CUST-2055,Occasional Buyer,Direct,2022-08-18,2023-11-08,54,9,605.28,66.82,Apparel,Yes,Medium,8,UK,18-24
CUST-2056,At-Risk Churner,Influencer,2022-11-06,2023-07-07,178,6,371.16,97.82,Electronics,Yes,Low,1,West,45-54
CUST-2057,Occasional Buyer,Email Campaign,2019-06-17,2023-10-29,64,11,391.43,105.02,Sports & Outdoors,No,Medium,7,Southeast,18-24
CUST-2058,New Customer,Paid Social,2023-05-03,2023-06-23,192,1,112.15,80.03,Beauty & Personal Care,No,High,9,UK,25-34
CUST-2059,Loyal High-Value,Influencer,2019-11-13,2023-09-18,105,29,2954.0,221.73,Beauty & Personal Care,Yes,High,4,Midwest,35-44
CUST-2060,Loyal High-Value,Paid Social,2019-12-11,2023-09-02,121,33,1011.14,202.78,Electronics,Yes,Low,8,Southeast,55+
CUST-2061,Deal Hunter,Direct,2020-04-13,2023-03-11,296,9,412.64,71.93,Apparel,Yes,Medium,1,Midwest,35-44
CUST-2062,New Customer,Direct,2023-03-15,2023-09-26,97,2,105.13,78.49,Electronics,Yes,Medium,5,West,55+
CUST-2063,Dormant,Direct,2023-02-15,2023-11-18,44,2,149.19,60.39,Electronics,Yes,Low,10,Southeast,18-24
CUST-2064,Deal Hunter,Referral,2023-01-08,2023-08-13,141,9,209.51,36.56,Home & Kitchen,Yes,High,1,Southeast,35-44
CUST-2065,Dormant,Organic Search,2019-09-25,2023-09-15,108,2,37.04,66.61,Beauty & Personal Care,Yes,Low,6,Midwest,45-54
CUST-2066,Occasional Buyer,Paid Social,2020-12-06,2023-11-01,61,3,593.42,132.49,Beauty & Personal Care,Yes,Medium,5,Southwest,55+
